ITEMS with name,return_loc,desc:
string LocValue = "The head of the Weasley household, Arthur Weasley has an immense fascination with Muggles and how they manage their daily lives without magic. During the Second Wizarding War, Arthur joined the Order of the Phoenix and fought at the Battle of Hogwarts."
[672]string LocKey = "collection_items_ministryintern_female_name"
string LocValue = "Ministry Administrator"
[673]string LocKey = "collection_items_ministryintern_female_return_location"
string LocValue = "British Ministry of Magic"
[674]string LocKey = "collection_items_ministryintern_female_description"
string LocValue = "The Ministry of Magic has hundreds of employees in varying capacities, but an overarching priority for every member is the enforcement of the Statute of Secrecy. Signed in 1692, the statute has successfully kept the magical and Muggle worlds separate."
[675]string LocKey = "collection_items_harrypotter_hp6_quidditch_name"
string LocValue = "Quidditch Captain Harry Potter"
[676]string LocKey = "collection_items_harrypotter_hp6_quidditch_return_location"
string LocValue = "Hogwarts Quidditch Pitch, 1996"
[677]string LocKey = "collection_items_harrypotter_hp6_quidditch_description"
string LocValue = "Quidditch prodigy Harry Potter was discovered whilst breaking the rules during flying class. The first year Seeker eventually grew to become Captain of the Gryffindor Quidditch team by his sixth year at Hogwarts."
[678]string LocKey = "collection_items_ronweasley_hp6_quidditch_name"
string LocValue = "Quidditch Keeper Ron"
[679]string LocKey = "collection_items_ronweasley_hp6_quidditch_return_location"
string LocValue = "Hogwarts Quidditch Pitch, 1995"
[680]string LocKey = "collection_items_ronweasley_hp6_quidditch_description"
string LocValue = "Long-shot Ron Weasley was appointed Keeper of Gryffindor's Quidditch team after an uneven tryout during his fifth year at Hogwarts. He eventually overcame his limitations and helped them win the Quidditch Cup that same year."
[681]string LocKey = "collection_items_book_quidditchthroughtheages_name"
string LocValue = "Quidditch Through the Ages Book"
[682]string LocKey = "collection_items_book_quidditchthroughtheages_return_location"
string LocValue = "Oliver Wood"
[683]string LocKey = "collection_items_book_quidditchthroughtheages_description"
string LocValue = "Quidditch Through the Ages is the definitive source for the history, rules, and evolution of the wizarding sport. Hogwarts's copy is protected by a Thief's Curse, due to its popularity among students."
[684]string LocKey = "collection_items_quidditchplayer_chudleycannons_name"
string LocValue = "Chudley Cannons Player"
[685]string LocKey = "collection_items_quidditchplayer_chudleycannons_return_location"
string LocValue = "Chudley Cannons Quidditch Pitch"
[686]string LocKey = "collection_items_quidditchplayer_chudleycannons_description"
string LocValue = "The Chudley Cannons were a once dominant Quidditch team that has endured a long period of failure. In 1972 the team motto changed from “We Shall Conquer” to “Let's all just keep our fingers crossed and hope for the best”."
[687]string LocKey = "collection_items_mandrake_baby_name"
string LocValue = "Baby Mandrake"
[688]string LocKey = "collection_items_mandrake_baby_return_location"
string LocValue = "Greenhouse Three, Hogwarts"
[689]string LocKey = "collection_items_mandrake_baby_description"
string LocValue = "A young Mandrake. As it's still young, its cry is not yet fatal - but it will knock you out for a few hours. Don't neglect your earmuffs!"
[690]string LocKey = "collection_items_wantedposter_siriusblack_name"
string LocValue = "Wanted Poster of Sirius Black"
[691]string LocKey = "collection_items_wantedposter_siriusblack_return_location"
string LocValue = "Hogmeade Village, 1993"
[692]string LocKey = "collection_items_wantedposter_siriusblack_description"
string LocValue = "After being held for twelve years under false accusations, Sirius Black was the first wizard to ever escape from Azkaban Prison by squeezing through his cell's bars in his Animagus form."
[693]string LocKey = "collection_items_albusdumbledore_hp3_name"
string LocValue = "Albus Dumbledore"
[694]string LocKey = "collection_items_albusdumbledore_hp3_return_location"
string LocValue = "Hogwarts Headmaster's Office, 1994"
[695]string LocKey = "collection_items_albusdumbledore_hp3_description"
string LocValue = "Former Hogwarts Headmaster Albus Dumbledore was one of the most accomplished wizards of his time, serving as Harry Potter's mentor during Harry's time in school. Dumbledore was a beloved educator, impacting generations of young witches and wizards with his wisdom and guidance."
[696]string LocKey = "collection_items_harrypotter_hp8_street_name"
string LocValue = "Young Harry Potter"
[697]string LocKey = "collection_items_harrypotter_hp8_street_return_location"
string LocValue = "Forest of Dean, Gloucestershire, 1997"
[698]string LocKey = "collection_items_harrypotter_hp8_street_description"
string LocValue = "Harry Potter spent his early childhood with his Muggle relatives, the Dursleys. It wasn't until he turned eleven that he discoverd he was actually one of the most famous wizards alive - having survived Lord Voldemort's Killing Curse."
[699]string LocKey = "collection_items_hermionegranger_hp8_street_name"
string LocValue = "Young Hermione Granger"
[700]string LocKey = "collection_items_hermionegranger_hp8_street_return_location"
string LocValue = "Forest of Dean, Gloucestershire, 1997"
[701]string LocKey = "collection_items_hermionegranger_hp8_street_description"
string LocValue = "Born to a pair of Muggle dentists, Hermione Granger was a highly accomplished witch during her time at Hogwarts. She excelled in nearly every subject and mastered magic and Potions that were considered too advanced for someone her age."
[702]string LocKey = "collection_items_severussnape_hp1_name"
string LocValue = "Professor Snape"
[703]string LocKey = "collection_items_severussnape_hp1_return_location"
string LocValue = "Hogwarts Potions Classroom, 1991"
[704]string LocKey = "collection_items_severussnape_hp1_description"
string LocValue = "Severus Snape was the Potions Master at Hogwarts. While he posed as a Death Eater, Snape was secretly working with Dumbledore as a spy, infiltrating Lord Voldemort's inner circle and eventually guiding Harry in his fight against the Dark Lord."
[705]string LocKey = "collection_items_ronweasley_hp8_street_name"
string LocValue = "Young Ron Weasley"
[706]string LocKey = "collection_items_ronweasley_hp8_street_return_location"
string LocValue = "Forest of Dean, Gloucestershire, 1997"
[707]string LocKey = "collection_items_ronweasley_hp8_street_description"
string LocValue = "The youngest boy of the Weasley family, Ron befriended Harry Potter in their first year at Hogwarts. Ron helped Harry throughout his ordeal against Lord Voldemort, eventually acquitting himself well in the Battle of Hogwarts."
[708]string LocKey = "collection_items_nevillelongbottom_hp8_street_name"
string LocValue = "Young Neville Longbottom"
[709]string LocKey = "collection_items_nevillelongbottom_hp8_street_return_location"
string LocValue = "Room of Requirement, 1998"
[710]string LocKey = "collection_items_nevillelongbottom_hp8_street_description"
string LocValue = "Neville Longbottom was notorious for his bad luck and forgetfulness at Hogwarts. Despite his humble beginnings, he excelled in Herbology and grew to become a hero in the Battle of Hogwarts, slaying Nagini the Maledictus with the Sword of Gryffindor."
[711]string LocKey = "collection_items_lunalovegood_hp6_street_name"
string LocValue = "Young Luna Lovegood"
[712]string LocKey = "collection_items_lunalovegood_hp6_street_return_location"
string LocValue = "Ravenclaw Common Room, 1996"
[713]string LocKey = "collection_items_lunalovegood_hp6_street_description"
string LocValue = "Delightfully odd and quirky, Luna Lovegood was an intelligent, perceptive, brutally honest friend to Harry Potter. Daughter of Quibbler founder Xenophilius Lovegood, Luna was a talented duellist, proving her mettle in several battles during the Second Wizarding War."
[714]string LocKey = "collection_items_ginnyweasley_hp8_street_name"
string LocValue = "Young Ginny Weasley"
[715]string LocKey = "collection_items_ginnyweasley_hp8_street_return_location"
string LocValue = "Room of Requirement, 1998"
[716]string LocKey = "collection_items_ginnyweasley_hp8_street_description"
string LocValue = "The only daughter of Arthur and Molly Weasley, the talented Ginny emerged from the long shadows of her brothers to play as both Chaser and occasionally Seeker for the Gryffindor Quidditch team."
[717]string LocKey = "collection_items_argusfilch_hp1_name"
string LocValue = "Filch and Mrs. Norris"
[718]string LocKey = "collection_items_argusfilch_hp1_return_location"
string LocValue = "Hogwarts Great Hall"
[719]string LocKey = "collection_items_argusfilch_hp1_description"
string LocValue = "Caretaker Argus Filch and his cat Mrs. Norris can be spotted lurking the halls of Hogwarts, on the lookout for any misbehaving students and complaining about Peeves the Poltergeist. Filch happily issues write-ups for any number of transgressions."
[720]string LocKey = "collection_items_newtscamander_fb1_name"
string LocValue = "Newt Scamander"
[721]string LocKey = "collection_items_newtscamander_fb1_return_location"
string LocValue = "Newt Scamander's Suitcase"
[722]string LocKey = "collection_items_newtscamander_fb1_description"
string LocValue = "Newt Scamander grew to become a famed Magizoologist, known for his book Fantastic Beasts and Where to Find Them. His talent for handling and connecting with magical creatures is legendary, with many species treating him differently that other humans."
[723]string LocKey = "collection_items_niffler_baby_name"
string LocValue = "Baby Niffler"
[724]string LocKey = "collection_items_niffler_baby_return_location"
string LocValue = "Newt Scamander's Suitcase"
[725]string LocKey = "collection_items_niffler_baby_description"
string LocValue = "Nifflers can have large litters of up to 8 babies, which can come in a variety of different colours; ranging from the typical black to brown & white, grey & white, and tricolour. They are born with an instinctive love for anything shiny or glittery."
[726]string LocKey = "collection_items_troll_mountain_name"
string LocValue = "Mountain Troll"
[727]string LocKey = "collection_items_troll_mountain_return_location"
string LocValue = "Liechtenstein"
[728]string LocKey = "collection_items_troll_mountain_description"
string LocValue = "Mountain Trolls are the largest breed of troll (some weighing as much as a tonne) and, while they are the most aggressive, they remain relatively unintelligent. They can be easily out-smarted and defeated by most capable wizards."
[729]string LocKey = "collection_items_wizardportrait_voldemort_name"
string LocValue = "Portrait of Voldemort"
[730]string LocKey = "collection_items_wizardportrait_voldemort_return_location"
string LocValue = "Malfoy Manor"
[731]string LocKey = "collection_items_wizardportrait_voldemort_description"
string LocValue = "Lord Voldemort was one of the most powerful and dangerous Dark wizards of all time, obsessed with finding the key to immortality. A portrait is regarded as only a representation of the living subject as seen by the artist."
[732]string LocKey = "collection_items_abraxanwingedhorse_name"
string LocValue = "Abraxan Winged Horse"
[733]string LocKey = "collection_items_abraxanwingedhorse_return_location"
string LocValue = "Beauxbatons Academy"
[734]string LocKey = "collection_items_abraxanwingedhorse_description"
string LocValue = "Abraxan is a breed of large, powerful winged horses with a palomino colouring. A team of Abraxan winged horses were used to transport a carriage filled with Beauxbatons students to Hogwarts for the Triwizard Tournament of 1994."
[735]string LocKey = "collection_items_albinoniffler_name"
string LocValue = "Albino Niffler"
[736]string LocKey = "collection_items_albinoniffler_return_location"
string LocValue = "Newt's Suitcase"
[737]string LocKey = "collection_items_albinoniffler_description"
string LocValue = "A rare breed of Niffler, the Albino Niffler does not have the usual black fur Nifflers are known for. It remains fascinated by shiny objects and, like many Nifflers, can be quite affectionate with its owner."
[738]string LocKey = "collection_items_augurey_name"
string LocValue = "Augurey"
[739]string LocKey = "collection_items_augurey_return_location"
string LocValue = "Newt Scamander's Suitcase"
[740]string LocKey = "collection_items_augurey_description"
string LocValue = "The Augurey, native to Great Britain and Ireland, is an incredibly shy bird. Its cry was once believed to fortell death but, upon further research by Gulliver Pokeby, it was discovered that Augueries merely sing at the approach of rain."
[741]string LocKey = "collection_items_cursedopalnecklace_name"
string LocValue = "Cursed Opal Necklace"
[742]string LocKey = "collection_items_cursedopalnecklace_return_location"
string LocValue = "Borgin and Burkes"
[743]string LocKey = "collection_items_cursedopalnecklace_description"
string LocValue = "This Opal Necklace has a deadly curse placed upon it. The necklace has killed nineteen Muggles, and badly injured a young witch, Katie Bell. Even barely touching the necklace can cause the curse to spread, sending its victims into agonizing pain."
[744]string LocKey = "collection_items_flyingkey_name"
string LocValue = "Flying Key"
[745]string LocKey = "collection_items_flyingkey_return_location"
string LocValue = "Hogwarts Charms Classroom"
[746]string LocKey = "collection_items_flyingkey_description"
string LocValue = "Professor Filius Flitwick enchanted a flock of winged, flying keys, as a means of protecting the Philosopher's Stone. By obscuring which key was the “right” one, he hoped to discourage potential thieves."
[747]string LocKey = "collection_items_fountainofmagicalbrethren_name"
string LocValue = "Fountain of Magical Brethren"
[748]string LocKey = "collection_items_fountainofmagicalbrethren_return_location"
string LocValue = "British Ministry of Magic Atrium"
[749]string LocKey = "collection_items_fountainofmagicalbrethren_description"
string LocValue = "This fountain features five golden statues representing a wizard, witch, goblin, centaur, and house-elf. Located in the atrium of the Ministry of Magic, it depicts the bond between all magical beings and beasts."
[750]string LocKey = "collection_items_goblin2_name"
string LocValue = "Nagnok"
[751]string LocKey = "collection_items_goblin2_return_location"
string LocValue = "Gringotts Bank"
[752]string LocKey = "collection_items_goblin2_description"
string LocValue = "Goblins are beings, known for their metalwork and coin minting. Gringotts Wizarding Bank is owned and primarily operated by goblins. Goblins and wizards have a tulmultuous history which is a source of tension between the two races."
[753]string LocKey = "collection_items_gobstoneset_name"
string LocValue = "Gobstone Set"
[754]string LocKey = "collection_items_gobstoneset_return_location"
string LocValue = "Slytherin Common Room"
[755]string LocKey = "collection_items_gobstoneset_description"
string LocValue = "A messy children's game similar to marbles where, when a player loses a point, a gobstone will spray putrid liquid on the player. Despite its reputation as a children's game, the Gobstones World Championship is taken very seriously by afficionados."
[756]string LocKey = "collection_items_graphorn_young_name"
string LocValue = "Young Graphorn"
[757]string LocKey = "collection_items_graphorn_young_return_location"
string LocValue = "Newt Scamander's Suitcase"
[758]string LocKey = "collection_items_graphorn_young_description"
string LocValue = "Graphorns are large, aggressive hump-backed creatures native to the mountains of Europe, whose horns are a highly sought-after Potions ingredient. In 1926 Newt Scamander was known to have the last breeding pair of Graphorns, working toward a re-population strategy."
[759]string LocKey = "collection_items_hagridshut_name"
string LocValue = "Hagrid's Hut"
[760]string LocKey = "collection_items_hagridshut_return_location"
string LocValue = "Hogwarts Grounds"
[761]string LocKey = "collection_items_hagridshut_description"
string LocValue = "This small, wooden cabin nestled into the edge of the Forbidden Forest is the long time home of Rubeus Hagrid, the gamekeeper and Professor of Care of Magical Creatures at Hogwarts."
[762]string LocKey = "collection_items_halfbloodprinces_advancedpotionmaking_name"
string LocValue = "Half-Blood Prince's Copy of Advanced Potion Making"
[763]string LocKey = "collection_items_halfbloodprinces_advancedpotionmaking_return_location"
string LocValue = "Professor Slughorn's Potions Classroom, 1996"
[764]string LocKey = "collection_items_halfbloodprinces_advancedpotionmaking_description"
string LocValue = "A used copy of Advanced Potion Making, personally annotated by the mysterious Half-Blood Prince. Replete with supplementary information about Potion recipes, the book featured entirely new spells."
[765]string LocKey = "collection_items_hogwartsexpressengine_name"
string LocValue = "Hogwarts Express Engine"
[766]string LocKey = "collection_items_hogwartsexpressengine_return_location"
string LocValue = "Platform 9 3/4"
[767]string LocKey = "collection_items_hogwartsexpressengine_description"
string LocValue = "After assembling on Platform 9 3/4 at King's Cross Station in London, Hogwarts students catch the steam-powered Hogwarts Express to Hogsmeade Station at the beginning of the school year. They return back on the same train at the end of term."
[768]string LocKey = "collection_items_hogwartshousecup_name"
string LocValue = "Hogwarts House Cup"
[769]string LocKey = "collection_items_hogwartshousecup_return_location"
string LocValue = "Hogwarts Trophy Room"
[770]string LocKey = "collection_items_hogwartshousecup_description"
string LocValue = "Every school year, the four Hogwarts Houses compete against one another to win the highly coveted House Cup, a prestigious honor awarded to the Hogwarts House that earns the most points throughout the year."
[771]string LocKey = "collection_items_househourglassset_name"
string LocValue = "House Hour Glasses"
[772]string LocKey = "collection_items_househourglassset_return_location"
string LocValue = "Hogwarts Great Hall"
[773]string LocKey = "collection_items_househourglassset_description"
string LocValue = "The Hogwarts Hourglasses count House points, using precious stones to represent each House: rubies for Gryffindor, diamonds for Hufflepuff, sapphires for Ravenclaw, and emeralds for Slytherin. Points are awarded based on student performance, behaviour, and excellence throughout the year."
[774]string LocKey = "collection_items_knightbus_name"
string LocValue = "The Knight Bus"
[775]string LocKey = "collection_items_knightbus_return_location"
string LocValue = "Diagon Alley"
[776]string LocKey = "collection_items_knightbus_description"
string LocValue = "The Knight Bus is a magical triple-decker bus that provides emergency transport for stranded members of the wizarding world. Capable of extraordinarily fast travel, the haphazard way the bus maneuvers through traffic gives passengers a truly unique experience."
[777]string LocKey = "collection_items_knockturnalleysign_name"
string LocValue = "Knockturn Alley Sign"
[778]string LocKey = "collection_items_knockturnalleysign_return_location"
string LocValue = "Knockturn Alley"
[779]string LocKey = "collection_items_knockturnalleysign_description"
string LocValue = "Neighboring the bustling marketplace of Diagon Alley, Knockturn Alley features niche stores that sell artefacts and supplies for Dark magic. Knockturn Alley has a reputation for being frequented by the less savoury members of the wizarding world."
[780]string LocKey = "collection_items_magicismightstatue_name"
string LocValue = "Magic is Might Statue"
[781]string LocKey = "collection_items_magicismightstatue_return_location"
string LocValue = "British Ministry of Magic Atrium"
[782]string LocKey = "collection_items_magicismightstatue_description"
string LocValue = "The Magic is Might statue, a tribute to blood purity within the wizarding world, replaced the Fountain of Magical Brethren in the Ministry's atrium during Lord Voldemort's brief reign. It depicted the superiority of wizards and witches over Muggles."
[783]string LocKey = "collection_items_ministryvisitorsentrance_name"
string LocValue = "Ministry Visitor's Entrance"
[784]string LocKey = "collection_items_ministryvisitorsentrance_return_location"
string LocValue = "British Ministry of Magic"
[785]string LocKey = "collection_items_ministryvisitorsentrance_description"
string LocValue = "The Visitor's Entrance to the British Ministry of Magic is accessed through a worn phone box located on an unremarkable London street. To access the Ministry, one must dial 62442 inside the booth."
[786]string LocKey = "collection_items_murtlap_name"
string LocValue = "Murtlap"
[787]string LocKey = "collection_items_murtlap_return_location"
string LocValue = "Newt Scamander's Suitcase"
[788]string LocKey = "collection_items_murtlap_description"
string LocValue = "Murtlaps are sea creatures whose flesh has magical properties. Tentacles can be eaten to improve resistance to jinxes, while pickled and strained Murtlap is used in a common home remedy to treat cuts and abrasions."
[789]string LocKey = "collection_items_occamy_name"
string LocValue = "Occamy"
[790]string LocKey = "collection_items_occamy_return_location"
string LocValue = "Newt Scamander's Suitcase"
[791]string LocKey = "collection_items_occamy_description"
string LocValue = "Occamy are winged serpents that are choranaptyxic - able to grow or shrink to fit into any available size. Occamy are native to Asia and are protective of their eggs, which are made of silver and therefore immensely valuable."
[792]string LocKey = "collection_items_occamyeggs_name"
string LocValue = "Occamy Eggs"
[793]string LocKey = "collection_items_occamyeggs_return_location"
string LocValue = "Newt Scamander's Suitcase"
[794]string LocKey = "collection_items_occamyeggs_description"
string LocValue = "Occamy Eggs are made of pure silver, and are protected vigilantly by adult Occamy. Aside from their pure value as an ore, the eggs are an essential ingredient for the Potion Felix Felicis, making the eggs incredibly valuable."
[795]string LocKey = "collection_items_owllecturn_name"
string LocValue = "Owl Lecturn"
[796]string LocKey = "collection_items_owllecturn_return_location"
string LocValue = "Hogwarts Great Hall"
[797]string LocKey = "collection_items_owllecturn_description"
string LocValue = "From behind this ancient owl lecturn, the headmaster or headmistress of Hogwarts School of Witchcraft and Wizardry presides over the Welcoming Feast. This feast welcomes both new and returning students to the upcoming school year."
[798]string LocKey = "collection_items_platform934sign_name"
string LocValue = "Platform 9 3/4 Sign"
[799]string LocKey = "collection_items_platform934sign_return_location"
string LocValue = "King's Cross Station"
[800]string LocKey = "collection_items_platform934sign_description"
string LocValue = "Platform 9 3/4 is not visible to Muggles that frequent King's Cross Station in London. Platform 9 3/4 is accessible by running directly into the wall between Platforms 9 and 10."
[801]string LocKey = "collection_items_quidditchpitchstands_name"
string LocValue = "Quidditch Pitch Stands"
[802]string LocKey = "collection_items_quidditchpitchstands_return_location"
string LocValue = "Hogwarts Quidditch Pitch"
[803]string LocKey = "collection_items_quidditchpitchstands_description"
string LocValue = "To be closer to the competition, the wooden seating towers of the Hogwarts Quidditch Pitch loom high above the ground. The stands in between are decorated with the house colors and mascots of the two teams participating in the match."
[804]string LocKey = "collection_items_siriusflyingmotorbike_name"
string LocValue = "Sirius' Flying Motorbike"
[805]string LocKey = "collection_items_siriusflyingmotorbike_return_location"
string LocValue = "Sirius Black, 1980"
[806]string LocKey = "collection_items_siriusflyingmotorbike_description"
string LocValue = "Sirius Black gave his flying motorbike to Rubeus Hagrid on the night Harry Potter's parents were killed. Hagrid used the bike to bring the newly orphanced infant to the Dursley's house at 4 Privet Drive."
[807]string LocKey = "collection_items_swordofgryffindor_name"
string LocValue = "Sword of Gryffindor"
[808]string LocKey = "collection_items_swordofgryffindor_return_location"
string LocValue = "Hogwarts Headmaster's Office"
[809]string LocKey = "collection_items_swordofgryffindor_description"
string LocValue = "Made of pure Goblin's Silver, the Sword of Gryffindor is over 1000 years old. The sword makes itself available to true Gryffindors when needed and was used to dispatch Slytherin's Basilisk and the Maledictus, Nagini."
[810]string LocKey = "collection_items_thunderbird_name"
string LocValue = "Thunderbird"
[811]string LocKey = "collection_items_thunderbird_return_location"
string LocValue = "Arizona"
[812]string LocKey = "collection_items_thunderbird_description"
string LocValue = "Thunderbirds are massive birds that are highly sensitive to danger and have the power to create storms as they fly. They are native to the deserts of America and their feathers have been used in wandmaking."
[813]string LocKey = "collection_items_tomriddlesr_gravestone_name"
string LocValue = "Tom Riddle Sr.'s Gravestone"
[814]string LocKey = "collection_items_tomriddlesr_gravestone_return_location"
string LocValue = "Little Hangleton Graveyard"
[815]string LocKey = "collection_items_tomriddlesr_gravestone_description"
string LocValue = "Tom Riddle Sr. was buried in Little Hangleton graveyard after he was murdered by his son - Lord Voldemort. His bones were later exhumed and used in Lord Voldemort's resurrection."
[816]string LocKey = "collection_items_triwizardcup_name"
string LocValue = "Triwizard Cup"
[817]string LocKey = "collection_items_triwizardcup_return_location"
string LocValue = "Hogwarts Triwizard Maze, 1995"
[818]string LocKey = "collection_items_triwizardcup_description"
string LocValue = "The Triwizard Cup is the prize given to the wizarding school whose selected champion wins the prestigious and highly dangerous Triwizard Tournament, a competition between the three largest European wizarding schools: Durmstrang, Beauxbatons, and Hogwarts."
[819]string LocKey = "collection_items_vanishingcabinet_name"
string LocValue = "Vanishing Cabinet"
[820]string LocKey = "collection_items_vanishingcabinet_return_location"
string LocValue = "Room of Requirement"
[821]string LocKey = "collection_items_vanishingcabinet_description"
string LocValue = "A pair of Vanishing Cabinets allow for travel between two places. However, travel is only possible if both cabinets remain intact. Draco Malfoy famously used one to travel between Knockturn Alley and Hogwarts."
[822]string LocKey = "collection_items_wizardchessqueen_name"
string LocValue = "Wizard Chess Queen"
[823]string LocKey = "collection_items_wizardchessqueen_return_location"
string LocValue = "Hogwarts Chess Chamber"
[824]string LocKey = "collection_items_wizardchessqueen_description"
string LocValue = "Wizard Chess is an enchanted form of Muggle chess, except the game pieces move on their own and attack the opposing player's pieces when capturing. Pieces may offer advice to players they don't trust."
[825]string LocKey = "collection_items_giantshelm_name"
string LocValue = "Giant's Helm"
[826]string LocKey = "collection_items_giantshelm_return_location"
string LocValue = "Unknown Lake, Russia"
[827]string LocKey = "collection_items_giantshelm_description"
string LocValue = "An abnormally large combat helmet, fit for a giant. The great Giant Wars took place before the end of the nineteenth century, and the conflict is an O.W.L-Level subject matter in the History of Magic curriculum."
[828]string LocKey = "collection_items_ronswand_name"
string LocValue = "Ron Weasley's Wand"
[829]string LocKey = "collection_items_ronswand_return_location"
string LocValue = "Gryffindor Common Room"
[830]string LocKey = "collection_items_ronswand_description"
string LocValue = "12 inches long, made of ash, with a unicorn-hair core."
[831]string LocKey = "collection_items_harryswand_name"
string LocValue = "Harry Potter's Wand"
[832]string LocKey = "collection_items_harryswand_return_location"
string LocValue = "Harry Potter"
[833]string LocKey = "collection_items_harryswand_description"
string LocValue = "11 inches long, made of holly, with a phoenix-feather core. The phoenix whose feather resides in this wand gave one other - the feather inside the wand of Lord Voldemort."
[834]string LocKey = "collection_items_hermioneswand_name"
string LocValue = "Hermione Granger's Wand"
[835]string LocKey = "collection_items_hermioneswand_return_location"
string LocValue = "Hermione Granger"
[836]string LocKey = "collection_items_hermioneswand_description"
string LocValue = "10 3/4 inches, made of vine wood, with a dragon heartstring core."
[837]string LocKey = "collection_items_fangedfrisbee_name"
string LocValue = "Fanged Frisbee"
[838]string LocKey = "collection_items_fangedfrisbee_return_location"
string LocValue = "Gryffindor Common Room"
[839]string LocKey = "collection_items_fangedfrisbee_description"
string LocValue = "A flying disc ringed in fangs, this snarling toy is on the list of banned items at Hogwarts."
[840]string LocKey = "collection_items_gryffindorcrest_name"
string LocValue = "Gryffindor Crest"
[841]string LocKey = "collection_items_gryffindorcrest_return_location"
string LocValue = "Gryffindor Common Room"
[842]string LocKey = "collection_items_gryffindorcrest_description"
string LocValue = "A gilded plaque featuring the crest of Gryffindor House."
[843]string LocKey = "collection_items_elderwand_name"
string LocValue = "Elder Wand"
[844]string LocKey = "collection_items_elderwand_return_location"
string LocValue = "Albus Dumbledore"
[845]string LocKey = "collection_items_elderwand_description"
string LocValue = "One of the Deathly Hallows, the Elder Wand is the most powerful wand ever created, believed to have been bestowed upon Antioch Peverell by Death himself. The wand has a bloody history of changing allegiance after its owner is defeated or killed."
[846]string LocKey = "collection_items_invisibilitycloak_name"
string LocValue = "Cloak of Invisibility"
[847]string LocKey = "collection_items_invisibilitycloak_return_location"
string LocValue = "Harry Potter"
[848]string LocKey = "collection_items_invisibilitycloak_description"
string LocValue = "The Cloak of Invisibility has been successfully passed down through each of Ignotus Peverell's decendents. Unlike other Cloaks of Invisibility, this cloak renders the wearer completely invisible, its effect never fading."
[849]string LocKey = "collection_items_resurrectionstone_name"
string LocValue = "Resurrection Stone"
[850]string LocKey = "collection_items_resurrectionstone_return_location"
string LocValue = "The Forbidden Forest, 1998"
[851]string LocKey = "collection_items_resurrectionstone_description"
string LocValue = "Believed to be given to Cadmus Peverell by Death, the Resurrection Stone is one of the three Deathly Hallows. It has the power to bring back those lost to death, but they return only as shades of themselves."
[852]string LocKey = "collection_items_dailyprophet_name"
string LocValue = "Daily Prophet"
[853]string LocKey = "collection_items_dailyprophet_return_location"
string LocValue = "British Ministry of Magic"
[854]string LocKey = "collection_items_dailyprophet_description"
string LocValue = "WHO ARE THE LONDON FIVE? Witches and wizards vanish without a trace"
[1506]string LocKey = "collection_items_ministrymemo_name"
string LocValue = "Ministry Memo"
[1507]string LocKey = "collection_items_ministrymemo_return_location"
string LocValue = "British Ministry of Magic"
[1508]string LocKey = "collection_items_ministrymemo_description"
string LocValue = "A memo from Gareth Greengrass to Grim Fawley, advising him to take some time off work to grieve for his missing wife."
[1509]string LocKey = "collection_items_ancienttome_name"
string LocValue = "Ancient Tome"
[1510]string LocKey = "collection_items_ancienttome_return_location"
string LocValue = "British Ministry of Magic"
[1511]string LocKey = "collection_items_ancienttome_description"
string LocValue = "A dusty spellbook. Part of a page detailing a spell for finding lost objects appears to be torn out."
[1512]string LocKey = "collection_items_notepage_name"
string LocValue = "Note Page"
[1513]string LocKey = "collection_items_notepage_return_location"
string LocValue = "British Ministry of Magic"
[1514]string LocKey = "collection_items_notepage_description"
string LocValue = "A handwritten list of 'suspects' written in Grim Fawley's hand. The names include Ministry officials Gethsemane Prickle, Sage Bragnam, Gareth Greengrass, Myra Curio, and Edward Scot."
[1515]string LocKey = "collection_items_wizengamotaccusationchair_name"
string LocValue = "Wizengamot Accusation Chair"
[1516]string LocKey = "collection_items_wizengamotaccusationchair_return_location"
string LocValue = "Courtroom Ten, British Ministry of Magic"
[1517]string LocKey = "collection_items_wizengamotaccusationchair_description"
string LocValue = "Part of the Wizengamot's function is to act as high court for the British Wizarding community. The accusation chair binds the accused to its seat during trial using unbreakable magical chains."
